partner_covid_pin,ccdph_provider,partner_zip,partner_name,partner_street,partner_city,partner_state,partner_clean_street,partner_clean_name,vtrcks_name,vtrcks_provider_number,vtrcks_covid_pin,vtrcks_street,vtrcks_city,vtrcks_zip,vtrcks_state,vtrcks_clean_street,vtrcks_clean_name,icare_name,icare_id,icare_covid_pin,icare_street,icare_city,icare_state,icare_zip,icare_clean_street,icare_clean_name,vfinder_name,vfinder_covid_pin,vfinder_provider_number,vfinder_street,vfinder_city,vfinder_zip,vfinder_state,vfinder_clean_street,vfinder_clean_name,covid_pin,city,street,state,zip,in_icare,in_vfinder,in_vtrcks,name,in_partner,address,lon,lat
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALMART STORE #1735,459188844,V09236,1455 E LAKE COOK RD,WHEELING,IL,60090,1455 E LAKE COOK RD,WALMART PHARMACY STORE #1735,WALMART PHARMACY STORE #1735,WM1001735,40195390,1455 E LAKE COOK RD,WHEELING,60090,IL,1455 E LAKE COOK RD,WALMART PHARMACY STORE #1735,WM1001735,WHEELING,1455 E LAKE COOK RD,IL,60090,TRUE,TRUE,FALSE,WALMART PHARMACY STORE #1735,FALSE,"1455 E LAKE COOK RD WHEELING, IL 60090",-87.9527787,42.1523421
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALMART STORE #1892,458313669,V09241,9450 JOLIET RD,HODGKINS,IL,60525,9450 JOLIET RD,WALMART PHARMACY STORE #1892,WALMART PHARMACY STORE #1892,WM1001892,40195273,9450 W JOLIET RD,HODGKINS,60525,IL,9450 W JOLIET RD,WALMART PHARMACY STORE #1892,WM1001892,HODGKINS,9450 W JOLIET RD,IL,60525,TRUE,TRUE,FALSE,WALMART PHARMACY STORE #1892,FALSE,"9450 W JOLIET RD HODGKINS, IL 60525",-87.86359949999999,41.77784399999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALMART STORE #3004,458208271,V09325,3320 S CICERO AVE,CICERO,IL,60804,3320 S CICERO AVE,WALMART PHARMACY STORE #3004,WALMART PHARMACY STORE #3004,WM1003004,40195230,3320 S CICERO AVE,CICERO,60804,IL,3320 S CICERO AVE,WALMART PHARMACY STORE #3004,WM1003004,CICERO,3320 S CICERO AVE,IL,60804,TRUE,TRUE,FALSE,WALMART PHARMACY STORE #3004,FALSE,"3320 S CICERO AVE CICERO, IL 60804",-87.7471054,41.8309205
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCESS BLUE ISLAND MEDICAL CENTER,354,V04966,13000 MAPLE AVE,BLUE ISLAND,IL,60406,13000 MAPLE AVE,ACCESS BLUE ISLAND MEDICAL CENTER,ACCESS COMMUNITY HEALTH NETWORK,ILA004966A,40206139,13000 MAPLE AVE,BLUE ISLAND,60406,IL,13000 MAPLE AVE,ACCESS COMMUNITY HEALTH NETWORK,ILA004966A,BLUE ISLAND,13000 MAPLE AVE,IL,60406,TRUE,TRUE,FALSE,ACCESS COMMUNITY HEALTH NETWORK,FALSE,"13000 MAPLE AVE BLUE ISLAND, IL 60406",-87.68527089999999,41.65685
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ADVOCATE CHRIST MEDICAL CENTER,1335253713,V09087,4440 W 95TH ST,OAK LAWN,IL,60453,4440 W 95TH ST,ADVOCATE CHRIST MEDICAL CENTER,WALGREENS PHARMACY STORE #15460,WG1015460,40183914,4440 W 95TH ST,OAK LAWN,60453,IL,4440 W 95TH ST,WALGREENS PHARMACY STORE #15460,WG1015460,OAK LAWN,4440 W 95TH ST,IL,60453,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #15460,FALSE,"4440 W 95TH ST OAK LAWN, IL 60453",-87.73261819999999,41.721808
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ADVOCATE MED GRP PEDIATRIC AMBULATORY CARE,599,NA,4440 W 95TH ST STE 1200 H,OAK LAWN,IL,60453,4440 W 95TH ST,ADVOCATE MED GRP PEDIATRIC AMBULATORY CARE,WALGREENS PHARMACY STORE #15460,WG1015460,40183914,4440 W 95TH ST,OAK LAWN,60453,IL,4440 W 95TH ST,WALGREENS PHARMACY STORE #15460,WG1015460,OAK LAWN,4440 W 95TH ST,IL,60453,TRUE,TRUE,FALSE,WALGREENS PHARMACY STORE #15460,FALSE,"4440 W 95TH ST OAK LAWN, IL 60453",-87.73261819999999,41.721808
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AHMG-EGIM,488699488,V09846,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,800 BIESTERFIELD RD,AHMG-EGIM,NORTHEST ONCOLOGY & HEMATOLOGY,ILAV09571A,40235868,800 BIESTERFIELD RD STE 210,ELK GROVE VILLAGE,60007,IL,800 BIESTERFIELD RD,NORTHEST ONCOLOGY & HEMATOLOGY,ILAV09571A,ELK GROVE VILLAGE,800 BIESTERFIELD RD,IL,60007,TRUE,TRUE,FALSE,NORTHEST ONCOLOGY & HEMATOLOGY,FALSE,"800 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.0155173,42.00540520000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AHMG - ELK GROVE - INTERNAL MEDI,170376045,V09867,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,800 BIESTERFIELD RD,AHMG - ELK GROVE - INTERNAL MEDI,AMITA HEALTH ALEXIAN BROTHERS MEDICAL CENTER,ILAV03580A,40204441,800 BIESTERFIELD RD,ELK GROVE VILLAGE,60007,IL,800 BIESTERFIELD RD,AMITA HEALTH ALEXIAN BROTHERS MEDICAL CENTER,ILAV03580A,ELK GROVE VILLAGE,800 BIESTERFIELD RD,IL,60007,TRUE,TRUE,FALSE,AMITA HEALTH ALEXIAN BROTHERS MEDICAL CENTER,FALSE,"800 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.0155173,42.00540520000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AHMG - ELK GROVE - INTERNAL MEDI,170376045,V09867,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,800 BIESTERFIELD RD,AHMG - ELK GROVE - INTERNAL MEDI,NORTHEST ONCOLOGY & HEMATOLOGY,ILAV09571A,40235868,800 BIESTERFIELD RD STE 210,ELK GROVE VILLAGE,60007,IL,800 BIESTERFIELD RD,NORTHEST ONCOLOGY & HEMATOLOGY,ILAV09571A,ELK GROVE VILLAGE,800 BIESTERFIELD RD,IL,60007,TRUE,TRUE,FALSE,NORTHEST ONCOLOGY & HEMATOLOGY,FALSE,"800 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.0155173,42.00540520000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AHMG - OB/GYN - HOFFMAN ESTATES,595611507,NA,1555 BARRINGTON RD,HOFFMAN ESTATES,IL,60169,1555 BARRINGTON RD,AHMG - OB/GYN - HOFFMAN ESTATES,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,ILAV09083A,40191350,1555 BARRINGTON RD,HOFFMAN ESTATES,60169,IL,1555 BARRINGTON RD,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,ILAV09083A,HOFFMAN ESTATES,1555 BARRINGTON RD,IL,60169,TRUE,TRUE,FALSE,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,FALSE,"1555 BARRINGTON RD HOFFMAN ESTATES, IL 60169",-88.1410337,42.0529739
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AHMG - RIVERSIDE,1349138455,V09665,7503 W CERMAK RD,RIVERSIDE,IL,60546,7503 W CERMAK RD,AHMG - RIVERSIDE,AMITA HEALTH MEDICAL GROUP FAMILY MEDICINE NORTH RIVERSIDE,ILAV09665A,40248395,7503 W CERMAK RD,NORTH RIVERSIDE,60546,IL,7503 W CERMAK RD,AMITA HEALTH MEDICAL GROUP FAMILY MEDICINE NORTH RIVERSIDE,ILAV09665A,NORTH RIVERSIDE,7503 W CERMAK RD,IL,60546,TRUE,TRUE,FALSE,AMITA HEALTH MEDICAL GROUP FAMILY MEDICINE NORTH RIVERSIDE,FALSE,"7503 W CERMAK RD NORTH RIVERSIDE, IL 60546",-87.8123863,41.8501667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALEXIAN BROTHERS HOSPITAL,207149655,V03580,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,800 BIESTERFIELD RD,ALEXIAN BROTHERS HOSPITAL,AMITA HEALTH ALEXIAN BROTHERS MEDICAL CENTER,ILAV03580A,40204441,800 BIESTERFIELD RD,ELK GROVE VILLAGE,60007,IL,800 BIESTERFIELD RD,AMITA HEALTH ALEXIAN BROTHERS MEDICAL CENTER,ILAV03580A,ELK GROVE VILLAGE,800 BIESTERFIELD RD,IL,60007,TRUE,TRUE,FALSE,AMITA HEALTH ALEXIAN BROTHERS MEDICAL CENTER,FALSE,"800 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.0155173,42.00540520000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALEXIAN BROTHERS HOSPITAL,207149655,V03580,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,800 BIESTERFIELD RD,ALEXIAN BROTHERS HOSPITAL,NORTHEST ONCOLOGY & HEMATOLOGY,ILAV09571A,40235868,800 BIESTERFIELD RD STE 210,ELK GROVE VILLAGE,60007,IL,800 BIESTERFIELD RD,NORTHEST ONCOLOGY & HEMATOLOGY,ILAV09571A,ELK GROVE VILLAGE,800 BIESTERFIELD RD,IL,60007,TRUE,TRUE,FALSE,NORTHEST ONCOLOGY & HEMATOLOGY,FALSE,"800 BIESTERFIELD RD ELK GROVE VILLAGE, IL 60007",-88.0155173,42.00540520000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMITA MEDICAL GROUP,979389324,V09868,7380 N LINCOLN AVE,LINCOLNWOOD,IL,60712,7380 N LINCOLN AVE,AMITA MEDICAL GROUP,AMITA MEDICAL  GROUP LINCOLNWOOD,ILAV09868A,40260694,7380 N LINCOLN AVE,LINCOLNWOOD,60712,IL,7380 N LINCOLN AVE,AMITA MEDICAL  GROUP LINCOLNWOOD,ILAV09868A,LINCOLNWOOD,7380 N LINCOLN AVE,IL,60712,TRUE,TRUE,FALSE,AMITA MEDICAL  GROUP LINCOLNWOOD,FALSE,"7380 N LINCOLN AVE LINCOLNWOOD, IL 60712",-87.7436183,42.0145952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,APSG - CPB CLINIC,389359049,NA,1555 BARRINGTON RD,HOFFMAN ESTATES,IL,60169,1555 BARRINGTON RD,APSG - CPB CLINIC,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,ILAV09083A,40191350,1555 BARRINGTON RD,HOFFMAN ESTATES,60169,IL,1555 BARRINGTON RD,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,ILAV09083A,HOFFMAN ESTATES,1555 BARRINGTON RD,IL,60169,TRUE,TRUE,FALSE,AMITA HEALTH ST ALEXIUS MEDICAL CENTER,FALSE,"1555 BARRINGTON RD HOFFMAN ESTATES, IL 60169",-88.1410337,42.0529739
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASIAN HUMAN SERVICES NILES,639710142,V07407,8321 W GOLF RD,NILES,IL,60714,8321 W GOLF RD,ASIAN HUMAN SERVICES NILES,ASIAN HUMAN SERVICES FAMILY HEALTH CENTER NILES,ILAV07407A,40204546,8321 W GOLF RD STE 104,NILES,60714,IL,8321 W GOLF RD,ASIAN HUMAN SERVICES FAMILY HEALTH CENTER NILES,ILAV07407A,NILES,8321 W GOLF RD,IL,60714,TRUE,TRUE,FALSE,ASIAN HUMAN SERVICES FAMILY HEALTH CENTER NILES,FALSE,"8321 W GOLF RD NILES, IL 60714",-87.8339745,42.05361389999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BELOVED COMMUNITY WELLNESS CENTER  IN ROBBINS,197853212,V07292,3518 W 139TH ST,ROBBINS,IL,60472,3518 W 139TH ST,BELOVED COMMUNITY WELLNESS CENTER  IN ROBBINS,BELOVED COMMUNITY FAMILY WELLNESS CENTER,ILAV07292A,40245496,3518 W 139TH ST,ROBBINS,60406,IL,3518 W 139TH ST,BELOVED COMMUNITY FAMILY WELLNESS CENTER,ILAV07292A,ROBBINS,3518 W 139TH ST,IL,60406,TRUE,TRUE,FALSE,BELOVED COMMUNITY FAMILY WELLNESS CENTER,FALSE,"3518 W 139TH ST ROBBINS, IL 60406",-87.70683149999999,41.6406945
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BROADWAY MEDICAL CENTER,56521450,V05791,153 1/2 BROADWAY ST,MELROSE PARK,IL,60160,153 BROADWAY ST,BROADWAY MEDICAL CENTER,BROADWAY MEDICAL CENTER MELROSE PARK,ILAV05791A,40226394,153 1/2 BROADWAY ST,MELROSE PARK,60160,IL,153 BROADWAY ST,BROADWAY MEDICAL CENTER MELROSE PARK,ILAV05791A,MELROSE PARK,153 BROADWAY ST,IL,60160,TRUE,TRUE,FALSE,BROADWAY MEDICAL CENTER MELROSE PARK,FALSE,"153 BROADWAY ST MELROSE PARK, IL 60160",-87.85656519999999,41.89293079999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CICERO MEDICAL CLINICA SAN LAZARO,207150092,V05044,5712 W 35TH ST,CICERO,IL,60804,5712 W 35TH ST,CICERO MEDICAL CLINICA SAN LAZARO,CICERO MEDICAL,ILA005044A,40226393,5712 W 35TH ST,CICERO,60804,IL,5712 W 35TH ST,CICERO MEDICAL,ILA005044A,CICERO,5712 W 35TH ST,IL,60804,TRUE,TRUE,FALSE,CICERO MEDICAL,FALSE,"5712 W 35TH ST CICERO, IL 60804",-87.76655099999999,41.8292601
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEPARTMENT OF HEALTH AND HUMAN SERVICES,169932836,V02360,1900 HASSELL RD,HOFFMAN ESTATES,IL,60169,1900 HASSELL RD,DEPARTMENT OF HEALTH AND HUMAN SERVICES,VILLAGEOF HOFFMAN ESTATES,ILAV02360A,40204425,1900 HASSELL RD,HOFFMAN ESTATES,60169,IL,1900 HASSELL RD,VILLAGEOF HOFFMAN ESTATES,ILAV02360A,HOFFMAN ESTATES,1900 HASSELL RD,IL,60169,TRUE,TRUE,FALSE,VILLAGEOF HOFFMAN ESTATES,FALSE,"1900 HASSELL RD HOFFMAN ESTATES, IL 60169",-88.12502049999999,42.0639996
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FKC - NORRIDGE - JV,1359627306,V10016,4701 N CUMBERLAND AVE,NORRIDGE,IL,60706,4701 N CUMBERLAND AVE,FKC - NORRIDGE - JV,FRESENIUS KIDNEY CARE NORRIDGE,ILAV10016A,40267907,4701 N CUMBERLAND AVE,NORRIDGE,60706,IL,4701 N CUMBERLAND AVE,FRESENIUS KIDNEY CARE NORRIDGE,ILAV10016A,NORRIDGE,4701 N CUMBERLAND AVE,IL,60706,TRUE,TRUE,FALSE,FRESENIUS KIDNEY CARE NORRIDGE,FALSE,"4701 N CUMBERLAND AVE NORRIDGE, IL 60706",-87.8354813,41.96485759999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FRESENIUS MEDICAL CARE DES PLAINES,1359121881,V09973,1625 OAKTON PL,DES PLAINES,IL,60018,1625 OAKTON PL,FRESENIUS MEDICAL CARE DES PLAINES,FRESENIUS MEDICAL CENTER DES PLAINES,ILAV09973A,40267262,1625 OAKTON PL,DES PLAINES,60018,IL,1625 OAKTON PL,FRESENIUS MEDICAL CENTER DES PLAINES,ILAV09973A,DES PLAINES,1625 OAKTON PL,IL,60018,TRUE,TRUE,FALSE,FRESENIUS MEDICAL CENTER DES PLAINES,FALSE,"1625 OAKTON PL DES PLAINES, IL 60018",-87.89733319999999,42.0228231
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GENOA HEALTHCARE LLC,1306623709,V09931,1001 ROHLWING RD STE P,ELK GROVE VILLAGE,IL,60007,1001 ROHLWING RD,GENOA HEALTHCARE LLC,KENNETH YOUNG CENTER  ELK GROVE VILLAGE,MH1301501,40205930,1001 ROHLWING ROAD,ELK GROVE VILLAGE,60007,IL,1001 ROHLWING RD,KENNETH YOUNG CENTER  ELK GROVE VILLAGE,MH1301501,ELK GROVE VILLAGE,1001 ROHLWING RD,IL,60007,TRUE,TRUE,FALSE,KENNETH YOUNG CENTER  ELK GROVE VILLAGE,FALSE,"1001 ROHLWING RD ELK GROVE VILLAGE, IL 60007",-88.0307296,41.9966133
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GLENBROOK HOSPITAL,319462038,V09093,2100 PFINGSTEN RD,GLENVIEW,IL,60026,2100 PFINGSTEN RD,GLENBROOK HOSPITAL,NORTHSHORE UNIVERSITY HEALTHSYSTEM GLENBROOK HOSPITAL,ILAV09093A,40191370,2100 PFINGSTEN RD,GLENVIEW,60026,IL,2100 PFINGSTEN RD,NORTHSHORE UNIVERSITY HEALTHSYSTEM GLENBROOK HOSPITAL,ILAV09093A,GLENVIEW,2100 PFINGSTEN RD,IL,60026,TRUE,TRUE,FALSE,NORTHSHORE UNIVERSITY HEALTHSYSTEM GLENBROOK HOSPITAL,FALSE,"2100 PFINGSTEN RD GLENVIEW, IL 60026",-87.8548953,42.0924791
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 0063,404890723,V09543,763 E 162ND ST,SOUTH HOLLAND,IL,60473,763 E 162ND ST,"	
JEWEL-OSCO PHARMACY STORE #63",JEWEL-OSCO PHARMACY STORE #63,AB1000063,40168173,763 E 162ND ST,SOUTH HOLLAND,60473,IL,763 E 162ND ST,JEWEL-OSCO PHARMACY STORE #63,AB1000063,SOUTH HOLLAND,763 E 162ND ST,IL,60473,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #63,FALSE,"763 E 162ND ST SOUTH HOLLAND, IL 60473",-87.5983474,41.59996049999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 0157,404883916,V09544,4650 W 103RD ST,OAK LAWN,IL,60453,4650 W 103RD ST,"	
JEWEL-OSCO PHARMACY STORE #157",JEWEL-OSCO PHARMACY STORE #157,AB1000157,40168219,4650 W 103RD ST,OAK LAWN,60453,IL,4650 W 103RD ST,JEWEL-OSCO PHARMACY STORE #157,AB1000157,OAK LAWN,4650 W 103RD ST,IL,60453,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #157,FALSE,"4650 W 103RD ST OAK LAWN, IL 60453",-87.7372361,41.7067245
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 0607,404883872,V09495,9424 S PULASKI RD,OAK LAWN,IL,60453,9424 S PULASKI RD,"	
JEWEL-OSCO PHARMACY STORE #607",JEWEL-OSCO PHARMACY STORE #607,AB1000607,40168415,9424 S PULASKI RD.,OAK LAWN,60453,IL,9424 S PULASKI RD,JEWEL-OSCO PHARMACY STORE #607,AB1000607,OAK LAWN,9424 S PULASKI RD,IL,60453,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #607,FALSE,"9424 S PULASKI RD OAK LAWN, IL 60453",-87.7221072,41.7211296
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 0659,404898713,V09555,3153 183RD ST,HOMEWOOD,IL,60430,3153 183RD ST,"	
JEWEL-OSCO PHARMACY STORE #659",JEWEL-OSCO PHARMACY STORE #659,AB1000659,40168442,3153 183RD ST,HOMEWOOD,60430,IL,3153 183RD ST,JEWEL-OSCO PHARMACY STORE #659,AB1000659,HOMEWOOD,3153 183RD ST,IL,60430,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #659,FALSE,"3153 183RD ST HOMEWOOD, IL 60430",-87.69316479999999,41.5558941
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 2160,404890759,V09817,9650 W 131ST ST,PALOS PARK,IL,60464,9650 W 131ST ST,"	
JEWEL-OSCO PHARMACY STORE #2160",JEWEL-OSCO PHARMACY STORE #2160,AB1002160,40169148,9650 W 131ST ST,PALOS PARK,60464,IL,9650 W 131ST ST,JEWEL-OSCO PHARMACY STORE #2160,AB1002160,PALOS PARK,9650 W 131ST ST,IL,60464,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #2160,FALSE,"9650 W 131ST ST PALOS PARK, IL 60464",-87.85608920000001,41.6532588
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 2265,404898785,V09546,507 E WOODLAWN AVE,LA GRANGE PARK,IL,60526,507 E WOODLAWN AVE,"	
JEWEL-OSCO PHARMACY STORE #2265",JEWEL-OSCO PHARMACY STORE #2265,AB1002265,40169178,507 E WOODLAWN AVE,LA GRANGE PARK,60526,IL,507 E WOODLAWN AVE,JEWEL-OSCO PHARMACY STORE #2265,AB1002265,LA GRANGE PARK,507 E WOODLAWN AVE,IL,60526,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #2265,FALSE,"507 E WOODLAWN AVE LA GRANGE PARK, IL 60526",-87.8682403,41.82384769999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 2519,404898733,V09569,2775 PFINGSTEN RD,GLENVIEW,IL,60026,2775 PFINGSTEN RD,"	
JEWEL-OSCO PHARMACY STORE #2519",JEWEL-OSCO PHARMACY STORE #2219,AB1002219,40169166,2775 PFINGSTEN RD STE 1,GLENVIEW,60026,IL,2775 PFINGSTEN RD,JEWEL-OSCO PHARMACY STORE #2219,AB1002219,GLENVIEW,2775 PFINGSTEN RD,IL,60026,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #2219,FALSE,"2775 PFINGSTEN RD GLENVIEW, IL 60026",-87.8458103,42.1050165
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3053,404898847,V09557,12803 S HARLEM AVE,PALOS HEIGHTS,IL,60463,12803 S HARLEM AVE,"	
JEWEL-OSCO PHARMACY STORE #3053",JEWEL-OSCO PHARMACY STORE #3053,AB1003053,40169485,12803 S HARLEM AVE,PALOS HEIGHTS,60463,IL,12803 S HARLEM AVE,JEWEL-OSCO PHARMACY STORE #3053,AB1003053,PALOS HEIGHTS,12803 S HARLEM AVE,IL,60463,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #3053,FALSE,"12803 S HARLEM AVE PALOS HEIGHTS, IL 60463",-87.79484339999999,41.6591133
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3165,404898751,V09550,17113 HARLEM AVE,TINLEY PARK,IL,60477,17113 HARLEM AVE,"	
JEWEL-OSCO PHARMACY STORE #3165",JEWEL-OSCO PHARMACY STORE #3165,AB1003165,40169516,17113 HARLEM AVE.,TINLEY PARK,60477,IL,17113 HARLEM AVE,JEWEL-OSCO PHARMACY STORE #3165,AB1003165,TINLEY PARK,17113 HARLEM AVE,IL,60477,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #3165,FALSE,"17113 HARLEM AVE TINLEY PARK, IL 60477",-87.79318669999999,41.5800277
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3192,404883904,V09564,17930 WOLF RD,ORLAND PARK,IL,60467,17930 WOLF RD,"	
JEWEL-OSCO PHARMACY STORE #3192",JEWEL-OSCO PHARMACY STORE #3192,AB1003192,40169532,17930 WOLF RD,ORLAND PARK,60467,IL,17930 WOLF RD,JEWEL-OSCO PHARMACY STORE #3192,AB1003192,ORLAND PARK,17930 WOLF RD,IL,60467,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #3192,FALSE,"17930 WOLF RD ORLAND PARK, IL 60467",-87.89317179999999,41.563074
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3216,404898719,V09334,2503 W SCHAUMBURG RD,SCHAUMBURG,IL,60194,2503 W SCHAUMBURG RD,"	
JEWEL-OSCO PHARMACY STORE #3216",JEWEL-OSCO PHARMACY STORE #3216,AB1003216,40169545,2503 W SCHAUMBURG RD,SCHAUMBURG,60194,IL,2503 W SCHAUMBURG RD,JEWEL-OSCO PHARMACY STORE #3216,AB1003216,SCHAUMBURG,2503 W SCHAUMBURG RD,IL,60194,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #3216,FALSE,"2503 W SCHAUMBURG RD SCHAUMBURG, IL 60194",-88.1431996,42.0246934
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3316,404898747,V09547,1071 N ROSELLE RD,HOFFMAN ESTATES,IL,60169,1071 N ROSELLE RD,"	
JEWEL-OSCO PHARMACY STORE #3316",JEWEL-OSCO PHARMACY STORE #3316,AB1003316,40169580,1071 N ROSELLE RD,HOFFMAN ESTATES,60169,IL,1071 N ROSELLE RD,JEWEL-OSCO PHARMACY STORE #3316,AB1003316,HOFFMAN ESTATES,1071 N ROSELLE RD,IL,60169,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #3316,FALSE,"1071 N ROSELLE RD HOFFMAN ESTATES, IL 60169",-88.07947949999999,42.04743999999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JEWEL-OSCO - 3422,404898717,V09330,122 N VAIL AVE,ARLINGTON HEIGHTS,IL,60005,122 N VAIL AVE,"	
JEWEL-OSCO PHARMACY STORE #3422",JEWEL-OSCO PHARMACY STORE #3422,AB1003422,40169619,122 N VAIL AVE,ARLINGTON HEIGHTS,60005,IL,122 N VAIL AVE,JEWEL-OSCO PHARMACY STORE #3422,AB1003422,ARLINGTON HEIGHTS,122 N VAIL AVE,IL,60005,TRUE,TRUE,FALSE,JEWEL-OSCO PHARMACY STORE #3422,FALSE,"122 N VAIL AVE ARLINGTON HEIGHTS, IL 60005",-87.98545969999999,42.0842831
